episode,total_steps,return,steps,done_reason,fmax_last,buffer_size,cif_path
1367,53694,-53.985590,40,bond,866.565002,300000,"mofs/train_pool_valid/qmof-82f77fa.cif"
1368,53763,-104.144464,69,bond,851.090942,300000,"mofs/train_pool_valid/qmof-25162af.cif"
1369,53800,-54.651376,37,bond,308.515717,300000,"mofs/train_pool_valid/qmof-f146869.cif"
1370,53860,-78.332900,60,bond,1304.377197,300000,"mofs/train_pool_valid/qmof-52c894b.cif"
1371,53901,-58.591248,41,bond,110.235321,300000,"mofs/train_pool_valid/qmof-a7bfd90.cif"
1372,53924,-34.590499,23,bond,255.880081,300000,"mofs/train_pool_valid/qmof-09030cb.cif"
1373,53965,-66.229807,41,bond,3067.450684,300000,"mofs/train_pool_valid/qmof-dcc8ef6.cif"
1374,54030,-80.046100,65,bond,86.033577,300000,"mofs/train_pool_valid/qmof-c831035.cif"
1375,54070,-47.166391,40,bond,3397.581543,300000,"mofs/train_pool_valid/qmof-74f0957.cif"
1376,54130,-75.540038,60,bond,792.618591,300000,"mofs/train_pool_valid/qmof-d9a0694.cif"
1377,54240,-157.282386,110,bond,358.244080,300000,"mofs/train_pool_valid/qmof-4d5d4c3.cif"
1378,54265,-41.027992,25,bond,90.898712,300000,"mofs/train_pool_valid/qmof-e6d5869.cif"
1379,54300,-50.538163,35,bond,204.387100,300000,"mofs/train_pool_valid/qmof-1580705.cif"
1380,54344,-45.536289,44,bond,143691.718750,300000,"mofs/train_pool_valid/qmof-e220ad6.cif"
1381,54391,-67.103249,47,bond,238.732651,300000,"mofs/train_pool_valid/qmof-a51c5af.cif"
1382,54422,-46.490961,31,bond,588.878906,300000,"mofs/train_pool_valid/qmof-fb12235.cif"
1383,54458,-48.863718,36,bond,78.957428,300000,"mofs/train_pool_valid/qmof-6bad5cd.cif"
1384,54530,-98.359274,72,bond,12131.237305,300000,"mofs/train_pool_valid/qmof-e78c690.cif"
1385,54598,-77.097895,68,bond,2991.844971,300000,"mofs/train_pool_valid/qmof-904fd21.cif"
1386,54643,-59.160339,45,bond,478.508179,300000,"mofs/train_pool_valid/qmof-2831c65.cif"
1387,54697,-73.381261,54,bond,4843.111328,300000,"mofs/train_pool_valid/qmof-306fb3e.cif"
1388,54716,-32.812637,19,bond,80.643166,300000,"mofs/train_pool_valid/qmof-1000751.cif"
1389,54740,-34.981707,24,bond,117.677834,300000,"mofs/train_pool_valid/qmof-0da3c2d.cif"
1390,54771,-47.663891,31,bond,126.776245,300000,"mofs/train_pool_valid/qmof-6c6014c.cif"
1391,54841,-94.501222,70,bond,3584.908936,300000,"mofs/train_pool_valid/qmof-afe0823.cif"
1392,54868,-44.517212,27,bond,84.328979,300000,"mofs/train_pool_valid/qmof-280956a.cif"
1393,54940,-102.666346,72,bond,3957.174561,300000,"mofs/train_pool_valid/qmof-2171eed.cif"
1394,54977,-58.887236,37,bond,191.240738,300000,"mofs/train_pool_valid/qmof-5324e1b.cif"
1395,55024,-77.432370,47,bond,198847.500000,300000,"mofs/train_pool_valid/qmof-bfeaa60.cif"
1396,55064,-65.421663,40,bond,7793.850586,300000,"mofs/train_pool_valid/qmof-2f0e858.cif"
1397,55077,-22.772748,13,bond,5253.811035,300000,"mofs/train_pool_valid/qmof-8955ecc.cif"
1398,55118,-58.039107,41,bond,965.585083,300000,"mofs/train_pool_valid/qmof-a196ea1.cif"
1399,55145,-33.283336,27,bond,185.272522,300000,"mofs/train_pool_valid/qmof-82a2fe0.cif"
1400,55173,-56.291713,28,bond,1614.856934,300000,"mofs/train_pool_valid/qmof-efc74fb.cif"
1401,55201,-59.105129,28,bond,55.242298,300000,"mofs/train_pool_valid/qmof-f943c7b.cif"
1402,55238,-54.786782,37,bond,3687.031006,300000,"mofs/train_pool_valid/qmof-c0844b9.cif"
1403,55262,-40.752894,24,bond,1917.300293,300000,"mofs/train_pool_valid/qmof-940f796.cif"
1404,55284,-36.083982,22,bond,84.966492,300000,"mofs/train_pool_valid/qmof-d197604.cif"
1405,55299,-26.005164,15,bond,37.358250,300000,"mofs/train_pool_valid/qmof-358aa19.cif"
1406,55329,-41.170974,30,bond,539.362122,300000,"mofs/train_pool_valid/qmof-9286298.cif"
1407,55412,-110.785439,83,bond,272.801453,300000,"mofs/train_pool_valid/qmof-e99706f.cif"
1408,55451,-58.977857,39,bond,2589.414307,300000,"mofs/train_pool_valid/qmof-222a152.cif"
1409,55497,-70.201401,46,bond,1901.267822,300000,"mofs/train_pool_valid/qmof-ae38f9c.cif"
1410,55543,-60.635912,46,bond,130.331482,300000,"mofs/train_pool_valid/qmof-db92909.cif"
1411,55585,-65.096500,42,bond,100.203094,300000,"mofs/train_pool_valid/qmof-904c7c6.cif"
1412,55614,-40.624087,29,bond,3735.168213,300000,"mofs/train_pool_valid/qmof-63c38bc.cif"
1413,55648,-63.258182,34,bond,4785.731934,300000,"mofs/train_pool_valid/qmof-0c12dcf.cif"
1414,55670,-42.629056,22,bond,575.463806,300000,"mofs/train_pool_valid/qmof-f66d709.cif"
1415,55734,-86.436374,64,bond,528.272400,300000,"mofs/train_pool_valid/qmof-828f8b4.cif"
1416,55805,-70.212343,71,bond,891.673645,300000,"mofs/train_pool_valid/qmof-4badd07.cif"
1417,55848,-62.093671,43,bond,78.945831,300000,"mofs/train_pool_valid/qmof-9d8bf1c.cif"
1418,55864,-29.717466,16,bond,1204.707153,300000,"mofs/train_pool_valid/qmof-9df1bb0.cif"
1419,55898,-54.251000,34,bond,150.753738,300000,"mofs/train_pool_valid/qmof-538ac2e.cif"
1420,55913,-26.326136,15,bond,187.205933,300000,"mofs/train_pool_valid/qmof-8034830.cif"
1421,55942,-50.244618,29,bond,164.182693,300000,"mofs/train_pool_valid/qmof-2237257.cif"
1422,55972,-54.312265,30,bond,102.353203,300000,"mofs/train_pool_valid/qmof-f4eeaf7.cif"
1423,55995,-33.892269,23,bond,203.148392,300000,"mofs/train_pool_valid/qmof-81565fb.cif"
1424,56028,-50.605757,33,bond,93816.445312,300000,"mofs/train_pool_valid/qmof-c1ba22b.cif"
1425,56058,-50.569509,30,bond,114.842003,300000,"mofs/train_pool_valid/qmof-e5d8ebb.cif"
1426,56076,-34.052003,18,bond,103.309113,300000,"mofs/train_pool_valid/qmof-7eaf2a6.cif"
1427,56126,-85.095404,50,bond,4007.989746,300000,"mofs/train_pool_valid/qmof-14f8281.cif"
1428,56156,-49.030690,30,bond,591.550537,300000,"mofs/train_pool_valid/qmof-8ce7f32.cif"
1429,56181,-41.338815,25,bond,5566.747559,300000,"mofs/train_pool_valid/qmof-623cc29.cif"
1430,56207,-41.800330,26,bond,574.806580,300000,"mofs/train_pool_valid/qmof-425fd89.cif"
1431,56232,-38.519639,25,bond,308.393524,300000,"mofs/train_pool_valid/qmof-29f1fa9.cif"
1432,56257,-40.289266,25,bond,197.166336,300000,"mofs/train_pool_valid/qmof-a1dfcbf.cif"
1433,56279,-41.487944,22,bond,62.058029,300000,"mofs/train_pool_valid/qmof-1faa948.cif"
1434,56310,-57.694326,31,bond,234.595734,300000,"mofs/train_pool_valid/qmof-eca76af.cif"
1435,56334,-34.076451,24,bond,15114.900391,300000,"mofs/train_pool_valid/qmof-49d94c9.cif"
1436,56372,-64.324727,38,bond,100.975800,300000,"mofs/train_pool_valid/qmof-e46273e.cif"
1437,56408,-53.278962,36,bond,174.392151,300000,"mofs/train_pool_valid/qmof-e34a57f.cif"
1438,56422,-26.208782,14,bond,44.128105,300000,"mofs/train_pool_valid/qmof-d4c1cf1.cif"
1439,56471,-80.306937,49,bond,280.704956,300000,"mofs/train_pool_valid/qmof-076f453.cif"
1440,56542,-106.112569,71,bond,328.210175,300000,"mofs/train_pool_valid/qmof-11dbcc3.cif"
1441,56570,-40.252479,28,bond,122.684914,300000,"mofs/train_pool_valid/qmof-76724f2.cif"
1442,56585,-27.027898,15,bond,74.374573,300000,"mofs/train_pool_valid/qmof-5636da1.cif"
1443,56619,-42.592051,34,bond,318.607452,300000,"mofs/train_pool_valid/qmof-2b4dbfa.cif"
1444,56641,-35.117161,22,bond,675.166260,300000,"mofs/train_pool_valid/qmof-c948dbc.cif"
1445,56690,-70.810968,49,bond,245.725616,300000,"mofs/train_pool_valid/qmof-47d81d6.cif"
1446,56716,-41.130661,26,bond,170.098282,300000,"mofs/train_pool_valid/qmof-1710640.cif"
1447,56745,-53.389723,29,bond,312.406311,300000,"mofs/train_pool_valid/qmof-c5a6ce1.cif"
1448,56764,-30.682081,19,bond,3192.544678,300000,"mofs/train_pool_valid/qmof-4857358.cif"
1449,56810,-65.034950,46,bond,174.941483,300000,"mofs/train_pool_valid/qmof-d126681.cif"
1450,56867,-93.836707,57,bond,1069.728149,300000,"mofs/train_pool_valid/qmof-4b62488.cif"
1451,56902,-54.749536,35,bond,128.259293,300000,"mofs/train_pool_valid/qmof-52782af.cif"
1452,56939,-58.757225,37,bond,1808.924072,300000,"mofs/train_pool_valid/qmof-7505ece.cif"
1453,56990,-72.916375,51,bond,2544.992920,300000,"mofs/train_pool_valid/qmof-334c891.cif"
1454,57016,-49.087641,26,bond,36.298611,300000,"mofs/train_pool_valid/qmof-d472284.cif"
1455,57032,-27.150571,16,bond,112.267288,300000,"mofs/train_pool_valid/qmof-0103b7b.cif"
1456,57063,-48.513569,31,bond,3241.423340,300000,"mofs/train_pool_valid/qmof-62c3d21.cif"
1457,57103,-65.829303,40,bond,80.479645,300000,"mofs/train_pool_valid/qmof-327b773.cif"
1458,57169,-90.416683,66,bond,356.364044,300000,"mofs/train_pool_valid/qmof-2d00fd3.cif"
1459,57227,-61.912289,58,bond,2856.149902,300000,"mofs/train_pool_valid/qmof-c0844b9.cif"
1460,57258,-48.150646,31,bond,109.434013,300000,"mofs/train_pool_valid/qmof-58c93b3.cif"
1461,57282,-38.724169,24,bond,65.312706,300000,"mofs/train_pool_valid/qmof-3ca2407.cif"
1462,57313,-49.247729,31,bond,222.236130,300000,"mofs/train_pool_valid/qmof-25d67cf.cif"
1463,57353,-37.601362,40,bond,464.423462,300000,"mofs/train_pool_valid/qmof-ec0e783.cif"
1464,57386,-51.551653,33,bond,75.022499,300000,"mofs/train_pool_valid/qmof-0926897.cif"
1465,57404,-35.541660,18,bond,21887.435547,300000,"mofs/train_pool_valid/qmof-2d9f3da.cif"
1466,57436,-47.992723,32,bond,1528.509766,300000,"mofs/train_pool_valid/qmof-04c1c24.cif"
1467,57455,-31.747148,19,bond,137.645767,300000,"mofs/train_pool_valid/qmof-7e9b3eb.cif"
1468,57494,-57.138750,39,bond,400.053436,300000,"mofs/train_pool_valid/qmof-545c247.cif"
1469,57522,-39.991888,28,bond,125.273521,300000,"mofs/train_pool_valid/qmof-d208280.cif"
1470,57541,-33.917476,19,bond,58749.789062,300000,"mofs/train_pool_valid/qmof-73a1010.cif"
1471,57565,-46.782132,24,bond,26396.570312,300000,"mofs/train_pool_valid/qmof-0519a50.cif"
1472,57639,-89.089689,74,bond,1941.208374,300000,"mofs/train_pool_valid/qmof-3c96780.cif"
1473,57667,-45.321625,28,bond,295.283966,300000,"mofs/train_pool_valid/qmof-5d743e9.cif"
1474,57705,-68.494495,38,bond,159.969833,300000,"mofs/train_pool_valid/qmof-1279fa4.cif"
1475,57733,-50.264653,28,bond,259.971008,300000,"mofs/train_pool_valid/qmof-2b86de0.cif"
1476,57748,-29.003448,15,bond,52.648380,300000,"mofs/train_pool_valid/qmof-94ab9a7.cif"
1477,57762,-24.087920,14,bond,1272.651367,300000,"mofs/train_pool_valid/qmof-bc379ad.cif"
1478,57800,-56.207651,38,bond,371.724182,300000,"mofs/train_pool_valid/qmof-271822f.cif"
1479,57819,-37.502864,19,bond,129.180359,300000,"mofs/train_pool_valid/qmof-1590633.cif"
1480,57858,-54.674287,39,bond,373.813171,300000,"mofs/train_pool_valid/qmof-a998e68.cif"
1481,57884,-37.030274,26,bond,352.423950,300000,"mofs/train_pool_valid/qmof-9f3570c.cif"
1482,57910,-45.135141,26,bond,419.228302,300000,"mofs/train_pool_valid/qmof-7fe12e1.cif"
1483,57925,-23.728187,15,bond,904.291687,300000,"mofs/train_pool_valid/qmof-b78d43f.cif"
1484,57962,-61.212785,37,bond,894.366638,300000,"mofs/train_pool_valid/qmof-d3eba84.cif"
1485,58000,-59.488533,38,bond,257.741455,300000,"mofs/train_pool_valid/qmof-258a220.cif"
1486,58026,-45.809295,26,bond,180.763290,300000,"mofs/train_pool_valid/qmof-a0b6754.cif"
1487,58054,-57.978768,28,bond,52.906300,300000,"mofs/train_pool_valid/qmof-b34b96a.cif"
1488,58082,-50.612272,28,bond,2285.148682,300000,"mofs/train_pool_valid/qmof-4d684e3.cif"
1489,58118,-65.784160,36,bond,158.651031,300000,"mofs/train_pool_valid/qmof-db6fde8.cif"
1490,58141,-41.213662,23,bond,104.690598,300000,"mofs/train_pool_valid/qmof-0f515e2.cif"
1491,58153,-20.217599,12,bond,73.500618,300000,"mofs/train_pool_valid/qmof-eb3d8ac.cif"
1492,58181,-50.568442,28,bond,104.660889,300000,"mofs/train_pool_valid/qmof-ba67bb7.cif"
1493,58202,-33.050598,21,bond,74.132088,300000,"mofs/train_pool_valid/qmof-6b810b0.cif"
1494,58220,-37.074669,18,bond,29.384260,300000,"mofs/train_pool_valid/qmof-a34c45f.cif"
1495,58243,-39.290184,23,bond,1175.132446,300000,"mofs/train_pool_valid/qmof-e521dd0.cif"
1496,58302,-91.471811,59,bond,9241.105469,300000,"mofs/train_pool_valid/qmof-0b3e7a7.cif"
1497,58316,-28.014286,14,bond,32.782108,300000,"mofs/train_pool_valid/qmof-14fb11d.cif"
1498,58343,-47.505997,27,bond,119.262650,300000,"mofs/train_pool_valid/qmof-aa83aa8.cif"
1499,58369,-51.639536,26,bond,59.399651,300000,"mofs/train_pool_valid/qmof-8e16ab1.cif"
1500,58416,-85.951699,47,bond,778.686096,300000,"mofs/train_pool_valid/qmof-96b3e9d.cif"
1501,58449,-67.470174,33,bond,5893.442871,300000,"mofs/train_pool_valid/qmof-f522cce.cif"
1502,58494,-69.295188,45,bond,247.913422,300000,"mofs/train_pool_valid/qmof-24f41f3.cif"
1503,58506,-15.819492,12,bond,48.656425,300000,"mofs/train_pool_valid/qmof-aea802e.cif"
1504,58537,-46.201172,31,bond,1677.945801,300000,"mofs/train_pool_valid/qmof-fec62ce.cif"
1505,58583,-64.288111,46,bond,156.767822,300000,"mofs/train_pool_valid/qmof-9d9119c.cif"
1506,58618,-53.152845,35,bond,132.226105,300000,"mofs/train_pool_valid/qmof-18fef57.cif"
1507,58633,-29.417551,15,bond,262.153900,300000,"mofs/train_pool_valid/qmof-1b62c0a.cif"
1508,58651,-28.209170,18,bond,214.000290,300000,"mofs/train_pool_valid/qmof-730d513.cif"
1509,58701,-66.680214,50,bond,207.584335,300000,"mofs/train_pool_valid/qmof-d929741.cif"
1510,58742,-65.387904,41,bond,238.860748,300000,"mofs/train_pool_valid/qmof-33b0cbe.cif"
1511,58759,-31.644779,17,bond,145.026520,300000,"mofs/train_pool_valid/qmof-1647128.cif"
1512,58786,-43.025043,27,bond,110.165108,300000,"mofs/train_pool_valid/qmof-2b54192.cif"
1513,58844,-86.858613,58,bond,62.800690,300000,"mofs/train_pool_valid/qmof-61cbd6c.cif"
1514,58890,-56.433638,46,bond,14284.394531,300000,"mofs/train_pool_valid/qmof-de4940a.cif"
1515,58915,-38.617223,25,bond,77.773643,300000,"mofs/train_pool_valid/qmof-e169062.cif"
1516,58940,-35.465237,25,bond,113.295555,300000,"mofs/train_pool_valid/qmof-d0e040f.cif"
1517,58963,-37.988551,23,bond,72.653107,300000,"mofs/train_pool_valid/qmof-c34d529.cif"
1518,58994,-50.573030,31,bond,65336.832031,300000,"mofs/train_pool_valid/qmof-fead38a.cif"
1519,59031,-39.891773,37,bond,3820.917725,300000,"mofs/train_pool_valid/qmof-73d7445.cif"
1520,59061,-43.158007,30,bond,5350.703613,300000,"mofs/train_pool_valid/qmof-863fb61.cif"
1521,59106,-75.041675,45,bond,73.289780,300000,"mofs/train_pool_valid/qmof-d4d92f8.cif"
1522,59151,-70.852454,45,bond,1730.387451,300000,"mofs/train_pool_valid/qmof-bdde873.cif"
1523,59172,-29.630941,21,bond,231.915298,300000,"mofs/train_pool_valid/qmof-68d0826.cif"
1524,59193,-38.388350,21,bond,83.373268,300000,"mofs/train_pool_valid/qmof-a196ea1.cif"
1525,59216,-40.646792,23,bond,397.805298,300000,"mofs/train_pool_valid/qmof-b4606cd.cif"
1526,59275,-73.666491,59,bond,282.712860,300000,"mofs/train_pool_valid/qmof-d7de8a6.cif"
1527,59309,-53.433836,34,bond,1886.360229,300000,"mofs/train_pool_valid/qmof-986f968.cif"
1528,59359,-72.210775,50,bond,283.466644,300000,"mofs/train_pool_valid/qmof-222bdec.cif"
1529,59396,-53.290706,37,bond,2364.603027,300000,"mofs/train_pool_valid/qmof-fb53c2e.cif"
1530,59422,-37.189444,26,bond,4270.745605,300000,"mofs/train_pool_valid/qmof-276fc31.cif"
1531,59433,-20.714706,11,bond,68.571274,300000,"mofs/train_pool_valid/qmof-e993e6b.cif"
1532,59465,-43.266377,32,bond,4617.078613,300000,"mofs/train_pool_valid/qmof-e819917.cif"
1533,59493,-45.332707,28,bond,4899.686035,300000,"mofs/train_pool_valid/qmof-c474841.cif"
1534,59532,-46.818602,39,bond,97.130875,300000,"mofs/train_pool_valid/qmof-4b067b3.cif"
1535,59556,-39.090788,24,bond,211.428543,300000,"mofs/train_pool_valid/qmof-9845d29.cif"
1536,59619,-76.525019,63,bond,468.886536,300000,"mofs/train_pool_valid/qmof-a098afb.cif"
1537,59663,-59.522482,44,bond,116.465034,300000,"mofs/train_pool_valid/qmof-50481d7.cif"
1538,59682,-35.934831,19,bond,95.838440,300000,"mofs/train_pool_valid/qmof-921b996.cif"
1539,59700,-24.446159,18,bond,161.916626,300000,"mofs/train_pool_valid/qmof-7847c76.cif"
1540,59736,-63.717987,36,bond,425.065735,300000,"mofs/train_pool_valid/qmof-a18c01f.cif"
1541,59750,-23.803858,14,bond,165.110077,300000,"mofs/train_pool_valid/qmof-8d1e5f0.cif"
1542,59790,-53.644009,40,bond,253.545273,300000,"mofs/train_pool_valid/qmof-92e7fb5.cif"
1543,59822,-41.708464,32,bond,2842.469971,300000,"mofs/train_pool_valid/qmof-20e8389.cif"
1544,59841,-32.446563,19,bond,3403.148438,300000,"mofs/train_pool_valid/qmof-6f8a430.cif"
1545,59881,-50.486359,40,bond,2290.493408,300000,"mofs/train_pool_valid/qmof-9723edf.cif"
1546,59918,-52.852263,37,bond,4335.885254,300000,"mofs/train_pool_valid/qmof-6f8a430.cif"
1547,59961,-59.693968,43,bond,81.798676,300000,"mofs/train_pool_valid/qmof-ed8eb91.cif"
1548,59993,-41.585763,32,bond,7576.913086,300000,"mofs/train_pool_valid/qmof-5a5fe74.cif"
1549,60041,-58.598062,48,bond,1056.429321,300000,"mofs/train_pool_valid/qmof-83d4ba2.cif"
1550,60059,-26.263029,18,bond,107.378540,300000,"mofs/train_pool_valid/qmof-34f7631.cif"
1551,60073,-20.385828,14,bond,117.502266,300000,"mofs/train_pool_valid/qmof-f5464fc.cif"
1552,60098,-43.618515,25,bond,115.021446,300000,"mofs/train_pool_valid/qmof-a8b8a3c.cif"
1553,60124,-38.040242,26,bond,90.924156,300000,"mofs/train_pool_valid/qmof-16cda91.cif"
1554,60158,-41.028000,34,bond,4418.807617,300000,"mofs/train_pool_valid/qmof-1f74dfd.cif"
1555,60214,-82.951601,56,bond,29913.580078,300000,"mofs/train_pool_valid/qmof-1d7abc8.cif"
1556,60224,-15.805400,10,bond,51.780724,300000,"mofs/train_pool_valid/qmof-201ddfa.cif"
1557,60255,-49.549324,31,bond,143.954102,300000,"mofs/train_pool_valid/qmof-993b0c7.cif"
1558,60287,-51.342186,32,bond,516.769714,300000,"mofs/train_pool_valid/qmof-214a25c.cif"
1559,60307,-31.186266,20,bond,2328.626465,300000,"mofs/train_pool_valid/qmof-835ab05.cif"
1560,60332,-38.459113,25,bond,608.298706,300000,"mofs/train_pool_valid/qmof-2d06267.cif"
1561,60367,-53.649897,35,bond,103.918900,300000,"mofs/train_pool_valid/qmof-c6bc0b3.cif"
1562,60430,-87.077871,63,bond,163.498184,300000,"mofs/train_pool_valid/qmof-14d6317.cif"
1563,60447,-29.260038,17,bond,93.578247,300000,"mofs/train_pool_valid/qmof-d134a3d.cif"
1564,60471,-42.405566,24,bond,152.836304,300000,"mofs/train_pool_valid/qmof-c855c74.cif"
1565,60501,-35.255364,30,bond,1799.192261,300000,"mofs/train_pool_valid/qmof-c860d38.cif"
1566,60536,-46.465633,35,bond,82.180748,300000,"mofs/train_pool_valid/qmof-753bc23.cif"
1567,60561,-40.636584,25,bond,199.339951,300000,"mofs/train_pool_valid/qmof-efb1a27.cif"
1568,60597,-46.290027,36,bond,44263.058594,300000,"mofs/train_pool_valid/qmof-2a004e6.cif"
1569,60608,-15.110392,11,bond,80.112991,300000,"mofs/train_pool_valid/qmof-913739a.cif"
1570,60630,-35.048418,22,bond,105.653061,300000,"mofs/train_pool_valid/qmof-7cefc8c.cif"
1571,60662,-57.666119,32,bond,85.202728,300000,"mofs/train_pool_valid/qmof-edbe499.cif"
1572,60676,-23.388097,14,bond,124.922859,300000,"mofs/train_pool_valid/qmof-957913b.cif"
1573,60705,-56.260399,29,bond,109.058853,300000,"mofs/train_pool_valid/qmof-1242490.cif"
1574,60725,-29.590201,20,bond,66.822960,300000,"mofs/train_pool_valid/qmof-6615630.cif"
1575,60758,-52.306940,33,bond,153.498367,300000,"mofs/train_pool_valid/qmof-d5ed185.cif"
1576,60795,-57.038117,37,bond,205.299744,300000,"mofs/train_pool_valid/qmof-6f8a3fc.cif"
1577,60819,-35.322094,24,bond,144.246368,300000,"mofs/train_pool_valid/qmof-7c6989f.cif"
1578,60841,-43.552189,22,bond,76.693283,300000,"mofs/train_pool_valid/qmof-235238b.cif"
1579,60880,-39.999697,39,bond,156.385025,300000,"mofs/train_pool_valid/qmof-ce367cc.cif"
1580,60919,-64.816449,39,bond,4308.208984,300000,"mofs/train_pool_valid/qmof-b4fc207.cif"
1581,60957,-54.525901,38,bond,948.340637,300000,"mofs/train_pool_valid/qmof-4a1cb0e.cif"
1582,60978,-28.132611,21,bond,73.328743,300000,"mofs/train_pool_valid/qmof-359185c.cif"
1583,60998,-31.683356,20,bond,1154.587158,300000,"mofs/train_pool_valid/qmof-ea731b8.cif"
1584,61065,-97.255954,67,bond,590.411377,300000,"mofs/train_pool_valid/qmof-abca3a8.cif"
1585,61094,-37.029851,29,bond,973.624146,300000,"mofs/train_pool_valid/qmof-4eb747d.cif"
1586,61111,-23.410173,17,bond,149.195038,300000,"mofs/train_pool_valid/qmof-250c0b6.cif"
1587,61122,-22.642724,11,bond,39.398998,300000,"mofs/train_pool_valid/qmof-7bf388b.cif"
1588,61145,-39.215634,23,bond,171.206329,300000,"mofs/train_pool_valid/qmof-c6b9ed2.cif"
1589,61167,-42.222939,22,bond,2913.325684,300000,"mofs/train_pool_valid/qmof-815b847.cif"
1590,61178,-20.839578,11,bond,119.231415,300000,"mofs/train_pool_valid/qmof-27a2b4b.cif"
1591,61196,-28.650624,18,bond,114.792618,300000,"mofs/train_pool_valid/qmof-633815b.cif"
1592,61214,-34.597431,18,bond,141.464890,300000,"mofs/train_pool_valid/qmof-cd01b25.cif"
1593,61271,-57.087819,57,bond,1166.271729,300000,"mofs/train_pool_valid/qmof-4f78903.cif"
1594,61304,-42.763756,33,bond,143.921616,300000,"mofs/train_pool_valid/qmof-97e4a61.cif"
1595,61324,-38.881585,20,bond,98.413376,300000,"mofs/train_pool_valid/qmof-c808556.cif"
1596,61340,-28.820583,16,bond,92.293381,300000,"mofs/train_pool_valid/qmof-dd8163e.cif"
1597,61371,-56.017336,31,bond,350909.437500,300000,"mofs/train_pool_valid/qmof-dafbfa1.cif"
1598,61398,-44.301390,27,bond,368.975800,300000,"mofs/train_pool_valid/qmof-f158543.cif"
1599,61415,-31.385247,17,bond,47.457306,300000,"mofs/train_pool_valid/qmof-e4b5afc.cif"
1600,61451,-46.835780,36,bond,2839.823242,300000,"mofs/train_pool_valid/qmof-c6cf282.cif"
1601,61467,-26.316611,16,bond,1832.690674,300000,"mofs/train_pool_valid/qmof-0952061.cif"
1602,61491,-37.743276,24,bond,1245.049438,300000,"mofs/train_pool_valid/qmof-d9678a4.cif"
1603,61525,-71.268854,34,bond,150.537521,300000,"mofs/train_pool_valid/qmof-eac69bf.cif"
1604,61579,-71.328841,54,bond,1657.034668,300000,"mofs/train_pool_valid/qmof-f7c71f2.cif"
1605,61610,-48.162616,31,bond,875.323486,300000,"mofs/train_pool_valid/qmof-5e43007.cif"
1606,61630,-41.903008,20,bond,62.707447,300000,"mofs/train_pool_valid/qmof-0a1eaf1.cif"
1607,61679,-74.547282,49,bond,177.329849,300000,"mofs/train_pool_valid/qmof-3eac45e.cif"
1608,61734,-83.091383,55,bond,1100.690674,300000,"mofs/train_pool_valid/qmof-608a1d6.cif"
1609,61783,-81.882732,49,bond,219.256577,300000,"mofs/train_pool_valid/qmof-fb95d60.cif"
1610,61804,-35.782903,21,bond,938.047424,300000,"mofs/train_pool_valid/qmof-6e3e4eb.cif"
1611,61863,-66.060380,59,bond,12514.783203,300000,"mofs/train_pool_valid/qmof-7894e7a.cif"
1612,61910,-63.043662,47,bond,70.692955,300000,"mofs/train_pool_valid/qmof-7c5270b.cif"
1613,61930,-33.143088,20,bond,377.024963,300000,"mofs/train_pool_valid/qmof-01ddc61.cif"
1614,61959,-44.172326,29,bond,175.340240,300000,"mofs/train_pool_valid/qmof-3f821f2.cif"
1615,61996,-55.564296,37,bond,8028.564941,300000,"mofs/train_pool_valid/qmof-31a720c.cif"
1616,62063,-82.886995,67,bond,285.716461,300000,"mofs/train_pool_valid/qmof-c9fc4e7.cif"
1617,62096,-51.294875,33,bond,132.903946,300000,"mofs/train_pool_valid/qmof-eaa8adc.cif"
1618,62107,-23.101815,11,bond,82.832169,300000,"mofs/train_pool_valid/qmof-8dc527b.cif"
1619,62133,-40.434598,26,bond,935.128113,300000,"mofs/train_pool_valid/qmof-17a2f2b.cif"
1620,62155,-37.761737,22,bond,11533.544922,300000,"mofs/train_pool_valid/qmof-311d91b.cif"
1621,62207,-55.783516,52,bond,436.514648,300000,"mofs/train_pool_valid/qmof-e169062.cif"
1622,62294,-104.948350,87,bond,2457.389893,300000,"mofs/train_pool_valid/qmof-0b15fc2.cif"
1623,62330,-53.796680,36,bond,2427.250000,300000,"mofs/train_pool_valid/qmof-1fb5c1d.cif"
1624,62380,-66.205488,50,bond,14403.413086,300000,"mofs/train_pool_valid/qmof-bdb9583.cif"
1625,62402,-38.228268,22,bond,150.848984,300000,"mofs/train_pool_valid/qmof-4b075ae.cif"
1626,62433,-58.898538,31,bond,148.650284,300000,"mofs/train_pool_valid/qmof-8471fda.cif"
1627,62476,-90.620966,43,bond,81.917046,300000,"mofs/train_pool_valid/qmof-9445ed4.cif"
1628,62497,-36.472392,21,bond,143.686600,300000,"mofs/train_pool_valid/qmof-a196ea1.cif"
1629,62518,-40.367454,21,bond,77.542946,300000,"mofs/train_pool_valid/qmof-79403ea.cif"
1630,62537,-33.494330,19,bond,143.624115,300000,"mofs/train_pool_valid/qmof-369bb4b.cif"
1631,62554,-29.213433,17,bond,159.675629,300000,"mofs/train_pool_valid/qmof-82374ce.cif"
1632,62590,-76.821684,36,bond,59.381775,300000,"mofs/train_pool_valid/qmof-6f53b55.cif"
1633,62638,-64.313082,48,bond,918.016296,300000,"mofs/train_pool_valid/qmof-73b30fd.cif"
1634,62663,-38.077861,25,bond,432.255371,300000,"mofs/train_pool_valid/qmof-cabb2ed.cif"
